
@relation house-prices

@attribute num_quartos numeric
@attribute tamanho numeric
@attribute idade numeric
@attribute preco numeric

@data
3, 78, 27, 219353
4, 158, 13, 631827
1, 107, 4, 109976
2, 189, 21, 360948
4, 196, 1, 780861
4, 116, 10, 465954
5, 128, 4, 643402
3, 210, 21, 610080
3, 137, 26, 404671
5, 256, 21, 1260643
4, 292, 2, 1174935
3, 141, 23, 404717
3, 144, 25, 417191
2, 172, 28, 329381
3, 179, 30, 525889
3, 298, 1, 885976
5, 208, 13, 1036116
1, 293, 2, 294410
2, 74, 11, 139948
2, 239, 22, 460428
1, 65, 14, 61555
3, 70, 24, 194063
2, 155, 28, 290541
2, 130, 21, 256566
1, 264, 8, 269453
4, 121, 5, 491324
3, 241, 27, 708110
3, 149, 26, 439477
4, 62, 11, 248979
5, 147, 1, 738164
4, 214, 20, 849316
3, 256, 29, 757926
1, 161, 0, 157624
3, 58, 30, 151348
5, 266, 5, 1330287
4, 200, 16, 800327
1, 200, 1, 195189
3, 190, 14, 553360
3, 297, 30, 881260
1, 266, 3, 255984
2, 139, 2, 269246
4, 292, 20, 1153865
1, 125, 19, 117747
2, 255, 23, 499023
2, 94, 7, 185122
3, 206, 24, 612183
5, 268, 2, 1336509
3, 90, 8, 260233
4, 80, 4, 319207
1, 204, 23, 195147
5, 238, 6, 1196974
5, 180, 0, 894779
3, 202, 18, 597031
3, 53, 11, 150454
3, 239, 24, 706975
1, 124, 20, 123217
5, 222, 5, 1102237
2, 125, 15, 251442
1, 122, 9, 119640
5, 276, 21, 1369030
4, 202, 20, 806878
1, 97, 24, 87968
4, 127, 2, 502517
4, 161, 16, 636089
3, 111, 3, 321600
3, 164, 24, 470812
3, 127, 14, 366633
1, 124, 5, 119356
5, 261, 2, 1294570
2, 264, 8, 519203
5, 89, 3, 434605
5, 256, 2, 1287528
5, 163, 13, 804751
3, 93, 13, 275127
5, 244, 25, 1203730
2, 138, 17, 268328
1, 279, 14, 264329
4, 296, 1, 1191255
2, 102, 0, 207136
1, 179, 15, 165340
5, 64, 23, 306877
2, 104, 0, 202639
1, 132, 6, 127218
5, 239, 13, 1195325
4, 166, 7, 660391
5, 189, 22, 938022
3, 258, 26, 765612
3, 246, 2, 737085
2, 66, 25, 111434
1, 179, 7, 184560
1, 112, 27, 102122
1, 292, 29, 287200
3, 230, 27, 667641
3, 157, 25, 457042
1, 177, 26, 161904
2, 188, 22, 356569
5, 67, 22, 333353
1, 84, 19, 74879
3, 222, 1, 666301
3, 111, 10, 318890
2, 299, 11, 595354
3, 184, 20, 533143
2, 218, 22, 428058
1, 112, 2, 111538
2, 81, 2, 159461
2, 137, 25, 269769
5, 69, 26, 332063
4, 153, 22, 606341
4, 271, 16, 1074070
2, 182, 16, 354672
3, 286, 28, 839600
3, 292, 3, 870842
4, 192, 23, 763107
3, 299, 28, 884601
1, 228, 11, 230555
1, 168, 13, 161213
2, 191, 27, 372507
2, 298, 29, 588351
5, 280, 9, 1399855
5, 213, 6, 1071957
1, 196, 11, 193865
4, 251, 16, 998983
3, 72, 3, 206103
5, 132, 0, 658582
2, 256, 21, 510423
3, 276, 10, 826067
5, 246, 22, 1221882
5, 279, 4, 1389454
4, 230, 6, 919601
4, 53, 18, 205796
1, 174, 7, 172244
1, 72, 2, 76933
1, 92, 14, 81173
5, 98, 18, 474838
1, 253, 4, 251527
4, 117, 10, 469876
4, 129, 9, 507282
5, 161, 1, 808237
1, 279, 10, 278231
3, 112, 15, 319108
1, 288, 20, 276335
3, 120, 0, 352278
5, 219, 7, 1095486
1, 62, 4, 58332
2, 224, 9, 450246
3, 296, 24, 870054
4, 109, 12, 423754
5, 292, 12, 1463184
2, 50, 3, 102055
2, 278, 20, 538551
4, 284, 8, 1140937
3, 293, 9, 878375
5, 277, 29, 1361489
1, 138, 26, 127310
5, 199, 3, 992645
3, 239, 27, 711329
1, 176, 19, 161736
5, 88, 25, 422874
2, 125, 2, 257858
1, 239, 4, 233543
4, 264, 10, 1051119
3, 65, 12, 195536
4, 145, 9, 583234
2, 162, 10, 315834
1, 166, 10, 159662
5, 271, 26, 1335908
4, 222, 11, 879762
1, 62, 15, 47269
3, 190, 24, 559721
2, 187, 12, 376066
5, 123, 27, 604824
5, 135, 14, 660806
2, 253, 28, 485922
3, 228, 19, 682363
1, 253, 5, 251511
3, 157, 6, 471746
5, 152, 0, 753771
2, 177, 25, 335781
5, 138, 21, 676053
5, 130, 6, 646790
5, 263, 15, 1305705
1, 60, 18, 60061
3, 111, 10, 326456
3, 181, 3, 540171
2, 233, 20, 457062
4, 63, 9, 242477
3, 251, 7, 750809
4, 147, 4, 595492
3, 287, 19, 859348
2, 186, 21, 367386
1, 69, 12, 68279
2, 87, 27, 164412
3, 234, 13, 698388
4, 100, 21, 394197
1, 290, 9, 291757
1, 237, 24, 228032
4, 93, 23, 355729
4, 286, 9, 1145467
2, 190, 13, 376783
2, 82, 3, 170049
3, 171, 18, 504584
5, 219, 7, 1095381
3, 63, 7, 182755
5, 132, 27, 647010
1, 181, 5, 181686
3, 125, 23, 362387
3, 208, 18, 620586
3, 148, 3, 436801
3, 261, 19, 765198
3, 174, 12, 517567
4, 230, 4, 914623
1, 195, 23, 173943
1, 289, 15, 290507
1, 154, 0, 151716
1, 283, 24, 274404
2, 131, 4, 257730
1, 297, 18, 289137
3, 91, 11, 266668
5, 298, 24, 1486149
4, 269, 5, 1076926
3, 148, 15, 436966
5, 217, 10, 1088271
4, 52, 29, 193625
3, 271, 0, 810749
5, 106, 17, 519965
5, 93, 19, 452162
2, 241, 27, 478253
5, 275, 14, 1375843
4, 158, 28, 620740
2, 187, 11, 358876
5, 229, 18, 1127453
3, 190, 11, 556522
1, 177, 14, 179286
1, 281, 20, 272571
2, 120, 1, 248876
5, 152, 10, 758485
4, 238, 0, 947058
3, 276, 24, 819131
5, 205, 7, 1028728
1, 96, 25, 73929
4, 245, 1, 971567
1, 180, 11, 167347
5, 241, 24, 1200003
5, 79, 12, 396097
1, 250, 12, 237191
3, 98, 26, 283869
2, 119, 16, 233395
2, 263, 16, 515836
2, 198, 3, 386537
4, 185, 25, 735054
1, 138, 16, 125140
2, 80, 7, 163861
4, 187, 14, 736763
5, 152, 25, 749345
1, 92, 21, 81680
1, 139, 21, 136693
3, 93, 14, 277589
2, 98, 18, 178811
3, 179, 18, 537280
2, 90, 11, 176741
2, 209, 14, 403368
4, 56, 19, 215907
2, 233, 1, 465921
3, 273, 25, 812424
3, 125, 6, 370864
3, 296, 25, 872998
4, 200, 7, 798077
1, 272, 21, 261968
4, 284, 22, 1122084
4, 263, 23, 1034739
4, 191, 10, 757073
2, 159, 27, 314424
1, 73, 15, 62614
1, 99, 12, 88025
2, 80, 24, 141296
3, 127, 10, 367105
1, 256, 19, 240507
3, 225, 8, 678628
5, 67, 10, 322658
4, 211, 30, 820284
3, 93, 26, 273083
1, 279, 7, 269988
1, 68, 26, 47837
3, 115, 21, 335717
4, 67, 20, 261644
2, 217, 12, 427534
3, 158, 2, 479831
3, 281, 24, 830023
3, 262, 14, 784274
5, 275, 25, 1363454
3, 181, 0, 533060
4, 274, 1, 1085614
1, 206, 23, 202200
1, 161, 27, 154647
4, 270, 0, 1087455
4, 164, 9, 660429
2, 199, 11, 385823
1, 93, 19, 82314
2, 190, 1, 378307
5, 114, 16, 569555
1, 132, 27, 127573
3, 283, 14, 839037
5, 134, 1, 669004
3, 64, 14, 184512
1, 175, 4, 181005
3, 117, 12, 340954
5, 106, 20, 516107
5, 263, 17, 1300159
4, 293, 1, 1167466
2, 137, 8, 261747
1, 132, 27, 108906
5, 131, 15, 653003
2, 272, 20, 535882
4, 108, 23, 414541
2, 246, 1, 498256
5, 189, 15, 929628
3, 126, 2, 374227
5, 79, 27, 385838
1, 158, 13, 141516
5, 50, 20, 238401
3, 135, 20, 404038
2, 242, 28, 479890
1, 215, 20, 205344
4, 128, 2, 501841
4, 204, 6, 816701
2, 285, 26, 566507
4, 209, 6, 826639
1, 89, 21, 83772
2, 262, 13, 511576
4, 195, 22, 778531
4, 268, 3, 1076875
3, 245, 15, 721314
4, 276, 20, 1090508
5, 187, 5, 926137
2, 101, 8, 203047
5, 274, 14, 1370131
1, 231, 24, 222519
3, 169, 10, 493491
1, 89, 25, 84265
3, 61, 29, 173448
2, 113, 26, 221514
4, 134, 5, 538165
4, 74, 13, 288271
5, 230, 21, 1146956
5, 280, 0, 1408482
3, 138, 28, 400419
1, 81, 18, 69015
5, 138, 28, 678845
4, 81, 27, 305345
4, 86, 18, 330550
5, 250, 9, 1248538
4, 85, 19, 330245
3, 249, 18, 746986
2, 161, 20, 314261
1, 206, 15, 197444
5, 171, 0, 853601
4, 144, 3, 578297
1, 284, 15, 278140
5, 236, 14, 1182042
5, 214, 10, 1068556
3, 278, 24, 822498
4, 89, 2, 354206
5, 91, 1, 451106
2, 243, 16, 483483
2, 110, 19, 216861
3, 201, 19, 598397
5, 275, 12, 1373289
5, 193, 21, 959812
3, 143, 15, 426553
4, 170, 23, 677066
4, 239, 20, 939221
5, 268, 17, 1336001
4, 190, 24, 757572
4, 166, 5, 668363
5, 181, 11, 899155
3, 188, 18, 549015
1, 209, 0, 216729
2, 233, 4, 464190
3, 130, 26, 384865
5, 100, 7, 489976
3, 56, 10, 166825
3, 90, 19, 258200
2, 113, 27, 209086
3, 95, 25, 263559
3, 83, 27, 240305
4, 57, 28, 218335
2, 282, 11, 552802
2, 212, 30, 418982
2, 62, 20, 108295
1, 88, 9, 90632
3, 251, 28, 738740
2, 166, 26, 327781
2, 248, 17, 480623
2, 271, 3, 541357
1, 257, 7, 260639
5, 133, 17, 662870
4, 147, 30, 570371
4, 230, 22, 900945
3, 174, 5, 516121
3, 221, 29, 650438
2, 72, 21, 132974
5, 100, 28, 488498
4, 257, 4, 1027784
1, 145, 1, 149195
1, 224, 8, 226824
5, 146, 3, 719064
5, 196, 26, 957344
1, 204, 5, 191954
2, 248, 16, 492963
1, 195, 15, 179349
4, 89, 6, 352574
2, 254, 25, 488311
5, 223, 24, 1103291
1, 50, 30, 40994
2, 179, 16, 340242
4, 71, 27, 264245
1, 188, 21, 174837
1, 279, 29, 257277
1, 50, 25, 33136
5, 167, 14, 820482
4, 261, 1, 1046887
1, 152, 27, 131444
2, 136, 2, 275677
2, 300, 21, 598139
3, 74, 16, 221131
2, 294, 24, 571978
2, 55, 9, 114863
2, 259, 5, 518451
2, 86, 5, 174052
2, 90, 1, 186090
5, 237, 12, 1185647
2, 291, 2, 582106
2, 133, 15, 258263
5, 101, 2, 510617
3, 240, 12, 711720
1, 157, 16, 140087
4, 196, 11, 778162
2, 280, 30, 547995
5, 167, 15, 822085
5, 280, 7, 1389360
3, 265, 10, 797045
5, 211, 3, 1059693
2, 271, 9, 538528
3, 148, 18, 435624
3, 108, 21, 312076
5, 117, 4, 584645
4, 251, 9, 992461
3, 135, 11, 393232
3, 204, 25, 603225
3, 154, 20, 452156
4, 183, 17, 719487
5, 57, 0, 287776
3, 111, 21, 328010
5, 102, 6, 509395
5, 146, 23, 714998
4, 150, 20, 596751
4, 233, 9, 918378
2, 261, 26, 509536
3, 287, 5, 862445
4, 256, 2, 1024185
3, 185, 28, 531056
3, 250, 4, 743032
2, 129, 20, 250510
4, 265, 27, 1042698
5, 167, 29, 821027
5, 66, 21, 326324
3, 83, 26, 244581
3, 244, 23, 723773
3, 257, 5, 767667
4, 237, 22, 934826
2, 184, 13, 371312
4, 76, 21, 290095
5, 138, 30, 679386
4, 130, 29, 514343
3, 123, 7, 368753
5, 70, 4, 353393
3, 146, 6, 442969
3, 241, 19, 711297
2, 232, 8, 457324
5, 55, 11, 267645
4, 205, 4, 808744
3, 264, 0, 800860
2, 111, 15, 212690
1, 233, 10, 223257
1, 67, 9, 65500
4, 299, 29, 1172857
5, 287, 22, 1420382
5, 292, 9, 1448251
5, 83, 17, 414408
4, 145, 13, 572603
2, 167, 22, 320642
1, 201, 14, 193224
2, 145, 23, 281984
1, 278, 5, 271738
2, 256, 27, 494060
2, 124, 28, 243823
5, 93, 26, 447284
3, 54, 19, 149266
3, 171, 14, 501906
2, 229, 12, 460850
5, 287, 24, 1422364
4, 294, 29, 1158174
5, 85, 8, 427857
3, 194, 14, 571760
1, 70, 0, 68749
2, 82, 24, 157644
3, 280, 27, 825662
2, 250, 13, 492642
5, 52, 11, 252955
1, 213, 15, 207665
4, 206, 2, 818895
2, 137, 9, 276338
5, 110, 26, 545153
2, 214, 13, 428652
4, 256, 18, 1014697
5, 167, 18, 818862
3, 135, 12, 408479
1, 299, 18, 294493
1, 212, 26, 197578
4, 192, 6, 761421
3, 240, 12, 711805
3, 150, 16, 440580
1, 73, 3, 70101
1, 57, 11, 47759
3, 151, 12, 441872
2, 236, 23, 453465
2, 72, 15, 135533
3, 143, 19, 420323
4, 85, 1, 334612
1, 156, 9, 159819
2, 141, 9, 278178
3, 261, 6, 787498
1, 281, 15, 276590
3, 88, 14, 248101
1, 80, 21, 75488
4, 77, 2, 312978
3, 116, 25, 329853
3, 219, 26, 653068
4, 108, 26, 424498
1, 164, 19, 163219
1, 153, 27, 140219
4, 205, 17, 816223
2, 278, 5, 549449
2, 207, 7, 405929
3, 208, 19, 616200
4, 78, 9, 305676
2, 229, 0, 453485
5, 151, 15, 746019
1, 221, 1, 224350
3, 226, 10, 679831
1, 254, 17, 255274
5, 92, 28, 452459
3, 118, 25, 337206
3, 169, 5, 497499
5, 101, 6, 508940
3, 151, 8, 442860
4, 115, 8, 460600
1, 297, 13, 287075
1, 124, 12, 109136
2, 297, 9, 584295
1, 180, 25, 159591
3, 275, 1, 818825
3, 186, 22, 544630
5, 244, 17, 1213784
3, 187, 5, 568009
2, 94, 13, 190533
2, 66, 20, 118853
2, 127, 19, 240904
1, 262, 21, 260789
1, 250, 29, 243853
5, 173, 7, 863431
5, 199, 23, 992902
3, 180, 12, 525960
1, 72, 10, 68698
3, 65, 13, 197297
1, 163, 20, 162374
5, 109, 5, 539501
3, 95, 3, 284280
2, 84, 26, 146899
3, 84, 21, 245720
4, 114, 12, 442829
2, 230, 26, 445212
3, 229, 5, 682288
1, 244, 6, 236751
1, 247, 17, 235941
3, 105, 19, 313725
2, 280, 5, 559363
2, 276, 25, 542249
3, 99, 2, 290715
2, 225, 9, 452924
2, 81, 0, 154963
5, 123, 8, 606783
4, 172, 14, 675377
3, 195, 14, 583310
2, 121, 14, 237722
1, 71, 29, 55778
5, 107, 27, 517012
5, 258, 5, 1297020
4, 186, 14, 731529
1, 165, 25, 147306
1, 110, 6, 98107
1, 203, 30, 197377
2, 290, 15, 578006
2, 223, 10, 431293
4, 165, 8, 648156
3, 180, 17, 530413
2, 180, 12, 347845
3, 97, 14, 286886
2, 125, 1, 240877
1, 210, 12, 196557
1, 111, 23, 97688
5, 114, 19, 554845
3, 236, 14, 699328
1, 83, 0, 76479
4, 300, 11, 1189047
2, 173, 17, 339337
3, 271, 17, 806180
1, 183, 27, 169811
2, 174, 4, 354685
2, 252, 19, 492250
1, 181, 25, 167392
5, 153, 15, 749065
2, 160, 15, 305347
4, 179, 5, 721821
5, 80, 26, 386659
4, 291, 21, 1154007
1, 80, 15, 76849
3, 244, 12, 722022
3, 156, 26, 457321
1, 242, 2, 246759
3, 230, 4, 685649
5, 215, 7, 1076066
1, 193, 19, 181511
3, 194, 30, 572426
2, 98, 28, 176702
4, 130, 7, 521706
1, 93, 25, 84295
1, 256, 27, 246579
1, 97, 6, 95241
3, 139, 19, 398428
1, 287, 1, 293837
4, 161, 19, 633276
4, 121, 0, 474599
3, 206, 24, 597565
2, 67, 29, 120149
2, 211, 4, 424510
3, 64, 27, 182800
3, 168, 11, 502963
5, 114, 8, 557897
4, 177, 2, 702041
2, 228, 22, 446852
2, 167, 12, 321191
4, 182, 30, 705449
4, 252, 12, 992452
1, 289, 3, 295710
2, 172, 29, 336995
4, 122, 14, 477055
4, 259, 28, 1028038
4, 195, 14, 765030
2, 210, 20, 409728
2, 143, 1, 291288
5, 235, 27, 1165281
5, 258, 8, 1282362
5, 282, 22, 1395176
5, 170, 30, 838107
1, 110, 12, 111246
5, 153, 25, 756971
3, 144, 27, 415580
1, 237, 16, 221081
4, 234, 22, 923310
3, 222, 0, 664752
2, 128, 26, 252291
3, 53, 16, 156875
1, 300, 6, 296541
3, 88, 29, 252061
2, 104, 7, 200324
1, 285, 9, 286719
2, 250, 19, 481263
4, 127, 20, 506250
4, 161, 13, 630749
4, 233, 10, 928985
1, 62, 8, 66168
2, 61, 29, 107606
3, 50, 25, 128115
3, 275, 20, 818466
4, 205, 23, 817403
2, 141, 26, 269191
2, 245, 3, 497924
5, 243, 9, 1217359
1, 105, 25, 100751
2, 137, 6, 273211
4, 249, 28, 977606
2, 126, 13, 249761
1, 56, 11, 47466
3, 260, 3, 774107
2, 253, 22, 496346
1, 233, 21, 225610
4, 276, 24, 1095918
2, 120, 13, 231177
4, 249, 3, 986554
4, 216, 22, 862187
3, 173, 15, 506431
2, 209, 19, 417534
5, 126, 6, 636549
3, 72, 11, 217029
3, 59, 7, 179949
3, 292, 17, 867089
5, 114, 19, 556049
1, 219, 5, 212330
3, 188, 25, 557992
5, 172, 28, 843932
3, 240, 10, 716258
3, 192, 28, 568356
3, 217, 6, 655568
2, 241, 23, 469690
5, 144, 3, 711096
5, 246, 6, 1229560
4, 154, 8, 609126
3, 236, 15, 704491
3, 138, 28, 399279
2, 159, 16, 302724
5, 177, 16, 870541
3, 189, 14, 555895
2, 79, 28, 146249
1, 225, 9, 228099
1, 190, 30, 175774
3, 206, 1, 614306
1, 227, 1, 233229
1, 300, 4, 305076
3, 232, 12, 691954
4, 293, 24, 1158224
1, 274, 4, 271801
4, 148, 23, 590498
5, 168, 7, 834224
3, 59, 11, 163121
5, 278, 21, 1374034
1, 252, 19, 240717
4, 227, 21, 893439
4, 267, 19, 1052999
1, 209, 24, 189898
5, 271, 1, 1355462
4, 172, 23, 677194
4, 231, 30, 910674
1, 126, 4, 123683
1, 92, 8, 83286
2, 109, 28, 202812
5, 124, 24, 608939
5, 198, 24, 983377
2, 77, 2, 154216
4, 101, 23, 384421
5, 185, 4, 916537
4, 262, 22, 1039931
5, 143, 22, 694917
2, 288, 16, 577159
2, 79, 20, 143871
5, 147, 24, 713037
4, 279, 24, 1110172
2, 174, 6, 336116
4, 117, 14, 453452
2, 136, 14, 262825
4, 55, 21, 205781
4, 104, 4, 408369
3, 123, 29, 361040
1, 226, 1, 225151
5, 143, 27, 695349
5, 211, 14, 1047761
4, 200, 11, 797428
3, 208, 17, 614359
5, 263, 8, 1314439
3, 117, 9, 355199
5, 257, 9, 1287487
3, 90, 17, 265288
5, 263, 0, 1323879
5, 80, 13, 390386
2, 80, 24, 147513
1, 98, 0, 101420
1, 56, 14, 57965
5, 133, 10, 662891
3, 147, 0, 444089
3, 238, 10, 704235
2, 103, 30, 189975
4, 199, 24, 792210
2, 113, 0, 232694
5, 59, 26, 279436
2, 262, 12, 518567
2, 52, 13, 103412
4, 249, 14, 991855
5, 70, 25, 331046
1, 65, 21, 52085
2, 116, 10, 219209
4, 139, 24, 544892
3, 273, 22, 809115
2, 206, 28, 392177
2, 198, 8, 390032
2, 169, 3, 326518
1, 225, 1, 234415
2, 194, 0, 392540
1, 272, 26, 260088
4, 292, 4, 1171625
5, 97, 3, 485946
3, 97, 4, 280770
4, 157, 17, 621098
2, 214, 13, 431133
5, 273, 5, 1353535
3, 137, 8, 415003
2, 128, 3, 253383
2, 104, 23, 203451
2, 158, 25, 297923
4, 121, 0, 483599
4, 237, 22, 932205
4, 169, 28, 654987
1, 180, 24, 172759
1, 90, 11, 77182
4, 172, 20, 680942
1, 177, 23, 168784
2, 84, 12, 162602
1, 232, 2, 239576
3, 256, 12, 760491
5, 166, 3, 826035
4, 297, 21, 1169891
3, 264, 15, 786536
2, 113, 3, 223223
4, 142, 11, 552994
4, 142, 9, 561271
1, 172, 29, 163789
3, 64, 24, 183365
5, 290, 15, 1442422
1, 204, 24, 194589
1, 292, 17, 274063
2, 129, 4, 254546
3, 158, 8, 478301
1, 116, 11, 105724
1, 79, 10, 71374
5, 203, 17, 1000415
2, 139, 18, 269280
5, 140, 4, 699196
2, 274, 3, 548908
4, 283, 1, 1138154
2, 221, 22, 436157
4, 70, 12, 274985
5, 202, 17, 1007973
4, 298, 15, 1188744
3, 62, 4, 189861
4, 207, 5, 820478
1, 110, 13, 112802
3, 210, 5, 632778
4, 97, 8, 378236
2, 189, 5, 377855
5, 146, 15, 728506
3, 184, 24, 546688
4, 264, 21, 1036356
4, 149, 19, 578325
4, 234, 1, 936340
5, 116, 23, 558857
5, 207, 2, 1024229
3, 115, 22, 324593
4, 294, 3, 1173093
1, 182, 17, 180062
1, 122, 25, 105647
4, 167, 8, 654869
3, 242, 14, 717175
4, 158, 13, 635353
2, 118, 13, 221543
1, 101, 25, 78640
4, 160, 17, 640770
2, 228, 12, 458952
3, 142, 14, 414687
3, 65, 15, 195182
1, 55, 2, 46851
5, 92, 28, 453080
4, 140, 12, 550215
2, 182, 24, 349978
1, 214, 4, 208214
5, 107, 17, 520119
3, 94, 15, 280875
1, 211, 10, 196696
2, 222, 29, 421489
4, 181, 28, 700017
4, 180, 20, 708428
5, 87, 0, 436330
4, 79, 23, 306577
2, 130, 27, 254272
1, 155, 7, 146301
1, 91, 2, 85966
5, 68, 30, 331248
5, 283, 28, 1409224
4, 242, 19, 951481
4, 81, 0, 327123
4, 75, 20, 280428
2, 62, 18, 105745
4, 212, 16, 833562
3, 269, 25, 792428
4, 166, 1, 656919
4, 134, 30, 516242
4, 274, 3, 1101492
5, 109, 24, 542161
5, 236, 7, 1176376
3, 256, 20, 758784
2, 220, 28, 420702
4, 249, 10, 987536
2, 121, 20, 227988
5, 296, 24, 1473269
4, 154, 29, 601057
1, 196, 14, 188782
1, 151, 22, 147584
4, 174, 22, 676797
5, 60, 0, 297689
5, 75, 30, 365717
3, 144, 19, 430087
3, 121, 26, 348440
3, 290, 12, 866533
1, 197, 10, 195201
2, 216, 27, 409752
5, 137, 8, 673399
2, 248, 17, 481805
4, 121, 29, 467895
2, 226, 22, 440022
4, 55, 19, 207092
5, 254, 5, 1265161
3, 148, 29, 437638
4, 104, 9, 406476
5, 185, 24, 914235
3, 113, 9, 326528
5, 60, 6, 296456
5, 146, 22, 726286
4, 264, 6, 1061349
3, 252, 5, 748818
1, 89, 5, 87949
4, 55, 6, 221012
4, 93, 19, 357367
5, 200, 27, 985901
5, 109, 19, 536112
4, 211, 12, 840470
5, 175, 30, 855269
1, 86, 9, 80419
4, 65, 28, 242064
3, 265, 30, 778723
4, 136, 15, 528023
2, 73, 25, 132296
4, 232, 10, 925823
2, 131, 0, 260955
4, 285, 16, 1135723
3, 173, 2, 524603
5, 217, 22, 1071162
2, 284, 29, 554961
1, 165, 25, 148122
5, 223, 8, 1119103
2, 256, 4, 507378
5, 83, 22, 397823
1, 127, 10, 115529
4, 109, 25, 414072
3, 69, 28, 189957
2, 204, 28, 384142
5, 59, 22, 282887
5, 152, 10, 754364
1, 151, 13, 143204
2, 172, 21, 337787
5, 270, 11, 1350572
2, 178, 30, 344308
4, 164, 12, 640726
4, 154, 4, 620062
1, 272, 26, 267224
3, 63, 5, 195092
2, 233, 19, 451095
4, 94, 2, 370397
3, 69, 1, 199742
1, 220, 25, 207556
3, 254, 5, 762998
2, 113, 30, 211381
4, 284, 2, 1139357
1, 235, 18, 218076
2, 280, 25, 556625
4, 65, 19, 256544
4, 76, 16, 298503
2, 183, 30, 345521
3, 246, 3, 734513
1, 188, 3, 189769
2, 221, 7, 430895
1, 114, 0, 116006
1, 208, 11, 199288
3, 86, 17, 253149
3, 58, 4, 165352
1, 242, 3, 239623
4, 120, 27, 469084
3, 148, 0, 435738
1, 255, 2, 255795
4, 146, 29, 565471
5, 217, 9, 1075885
1, 133, 12, 121034
4, 213, 1, 852885
3, 256, 2, 758520
3, 289, 17, 860116
5, 144, 28, 699412
3, 159, 28, 458048
1, 160, 3, 149528
3, 98, 13, 286611
2, 131, 20, 257142
3, 141, 23, 402626
3, 195, 8, 579090
5, 236, 3, 1180246
5, 133, 23, 654015
4, 131, 6, 523290
4, 194, 20, 771705
2, 113, 8, 227328
1, 227, 17, 218168
4, 187, 1, 751622
4, 100, 22, 398142
1, 261, 14, 248346
1, 56, 10, 56549
1, 76, 6, 78880
5, 125, 0, 634555
5, 212, 30, 1035791
3, 132, 24, 379900
2, 224, 7, 445159
3, 205, 11, 612620
1, 167, 15, 167810
1, 290, 26, 285022
1, 82, 8, 87635
1, 181, 15, 175470
1, 282, 13, 274633
1, 85, 27, 64705
2, 111, 23, 216918
1, 207, 23, 200174
1, 191, 26, 185870
1, 90, 16, 82996
1, 107, 2, 105597
4, 52, 17, 194906
1, 184, 18, 172491
5, 99, 26, 473656
2, 282, 4, 571046
2, 168, 7, 328519
2, 209, 28, 396063
5, 108, 14, 542725
2, 163, 23, 311503
5, 298, 25, 1474082
4, 212, 19, 841995
3, 123, 14, 365157
3, 250, 18, 743766
2, 226, 30, 438493
5, 165, 26, 802529
4, 129, 1, 518516
2, 140, 23, 276671
3, 50, 24, 130580
4, 178, 10, 699016
1, 184, 18, 181229
3, 163, 0, 489059
5, 292, 8, 1462489
5, 76, 0, 374194
5, 81, 17, 404823
3, 252, 8, 761092
4, 142, 24, 554966
5, 225, 29, 1118752
5, 101, 3, 503294
3, 137, 14, 395630
4, 106, 9, 419279
3, 173, 25, 515492
2, 163, 6, 316782
1, 260, 25, 248498
1, 137, 6, 135533
2, 151, 12, 299079
2, 70, 30, 127327
5, 296, 7, 1484261
5, 269, 6, 1333819
2, 188, 4, 371706
5, 90, 22, 429414
2, 173, 12, 332031
4, 96, 7, 388096
4, 286, 3, 1136036
1, 63, 2, 69760
4, 195, 7, 782222
5, 76, 29, 362876
4, 171, 17, 668494
3, 126, 3, 366780
4, 84, 26, 316716
2, 188, 27, 366021
4, 135, 8, 536729
3, 106, 25, 303958
5, 74, 21, 363615
5, 81, 27, 401228
2, 170, 6, 338428
2, 88, 0, 175429
1, 50, 4, 50680
2, 134, 23, 254970
5, 279, 13, 1378592
4, 218, 2, 861190
5, 290, 6, 1453540
3, 110, 4, 321322
5, 131, 13, 643530
1, 117, 27, 105281
3, 183, 10, 546953
4, 191, 17, 748484
1, 68, 4, 72584
5, 90, 27, 435681
1, 63, 27, 51927
1, 86, 13, 70879
1, 127, 29, 108286
4, 93, 15, 368069
1, 208, 2, 203842
4, 119, 7, 475432
5, 180, 13, 903468
4, 111, 30, 425846
1, 232, 15, 224083
4, 185, 28, 730345
1, 260, 19, 254981
4, 98, 8, 378595
5, 189, 15, 937245
3, 238, 10, 702036
5, 126, 7, 633785
5, 245, 26, 1216187
2, 60, 13, 112733
2, 66, 9, 120398
4, 287, 17, 1149231
4, 82, 1, 337327
1, 188, 1, 179875
2, 150, 11, 294949
3, 267, 0, 806210
5, 227, 0, 1134218
4, 137, 29, 526247
3, 149, 11, 440672
2, 155, 9, 304304
2, 169, 29, 330630
3, 82, 8, 234421
5, 135, 14, 662286
4, 86, 14, 346799
4, 53, 26, 205247
1, 96, 1, 91806
1, 297, 5, 293215
3, 237, 28, 689372
3, 225, 24, 668418
2, 217, 14, 432302
3, 54, 17, 159582
4, 289, 22, 1145270
3, 216, 13, 645555
4, 128, 25, 504316
2, 50, 25, 91733
3, 240, 26, 698144
3, 259, 0, 783426
5, 144, 1, 721682
3, 254, 24, 748589
2, 106, 15, 210734
3, 77, 13, 224837
4, 205, 30, 807515
2, 110, 12, 220613
5, 148, 22, 731516
1, 290, 1, 286144
1, 232, 23, 210906
2, 165, 15, 313774
2, 56, 6, 115322
3, 119, 2, 363324
5, 178, 14, 878034
3, 129, 2, 379917
